order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,region,state,category,sub_category,quantity,unit_price,discount,sales,profit,order_year,order_month,days_to_ship,profit_margin
ORD-003659,2023-12-23,2023-12-29,Second Class,CUST-0028,Stephanie Ross,Consumer,Central,Illinois,Technology,Copiers,6,288.61,0.15,1471.93,440.42,2023,2023-12,6,0.2992
ORD-002385,2023-12-23,2023-12-26,Second Class,CUST-0468,William Jones,Consumer,East,Massachusetts,Technology,Copiers,4,523.53,0.1,1884.71,462.89,2023,2023-12,3,0.2456
ORD-008431,2023-12-23,2023-12-29,First Class,CUST-0032,James Ferrell,Home Office,West,Oregon,Technology,Accessories,2,509.51,0.0,1019.02,262.74,2023,2023-12,6,0.2578
ORD-001979,2023-12-23,2023-12-29,First Class,CUST-0483,Evelyn Martinez,Corporate,West,Oregon,Furniture,Tables,4,243.03,0.1,874.91,106.09,2023,2023-12,6,0.1213
ORD-005667,2023-12-23,2023-12-27,First Class,CUST-0386,Chad Scott,Consumer,Central,Michigan,Furniture,Chairs,6,288.07,0.15,1469.16,414.37,2023,2023-12,4,0.282
ORD-003444,2023-12-23,2023-12-25,Second Class,CUST-0269,Cynthia Rowe,Home Office,Central,Ohio,Furniture,Tables,4,139.28,0.0,557.12,204.28,2023,2023-12,2,0.3667
ORD-007706,2023-12-23,2023-12-26,Standard Class,CUST-0243,Kevin Walters,Consumer,South,Florida,Furniture,Chairs,1,249.41,0.0,249.41,60.37,2023,2023-12,3,0.2421
ORD-006836,2023-12-24,2023-12-25,Second Class,CUST-0043,Sherry Decker,Home Office,East,Massachusetts,Office Supplies,Labels,2,53.72,0.2,85.96,0.77,2023,2023-12,1,0.009
ORD-000344,2023-12-24,2023-12-28,Same Day,CUST-0017,Holly Wood,Home Office,East,New Jersey,Office Supplies,Art,5,32.48,0.0,162.38,18.887817017232983,2023,2023-12,4,0.1163
ORD-005351,2023-12-24,2023-12-27,Same Day,CUST-0128,Jason Powell,Consumer,West,Washington,Furniture,Furnishings,1,208.13,0.3,145.69,10.71,2023,2023-12,3,0.0735
ORD-006536,2023-12-24,2023-12-25,Standard Class,CUST-0426,Gregory Ponce,Corporate,South,Tennessee,Technology,Phones,4,433.83,0.3,1214.73,66.54,2023,2023-12,1,0.0548
ORD-004366,2023-12-24,2023-12-26,Second Class,CUST-0222,Jeremy Dalton,Corporate,Central,Michigan,Technology,Phones,6,345.85,0.2,1660.1,-26.06,2023,2023-12,2,-0.0157
ORD-003086,2023-12-24,2023-12-29,Second Class,CUST-0098,Deborah Figueroa,Home Office,East,New Jersey,Furniture,Furnishings,2,183.7,0.0,367.4,60.95,2023,2023-12,5,0.1659
ORD-002000,2023-12-24,2023-12-30,Second Class,CUST-0188,Samantha Garcia,Home Office,East,Pennsylvania,Office Supplies,Binders,3,52.26,0.15,133.25,25.75,2023,2023-12,6,0.1932
ORD-006061,2023-12-24,2023-12-29,Second Class,CUST-0456,Marie Moody,Corporate,West,Oregon,Technology,Copiers,4,513.46,0.2,1643.07,-15.65,2023,2023-12,5,-0.0095
ORD-003005,2023-12-24,2023-12-28,First Class,CUST-0291,David Smith,Consumer,South,Florida,Office Supplies,Binders,7,46.97,0.0,328.79,16.29,2023,2023-12,4,0.0495
ORD-001417,2023-12-24,2023-12-28,Same Day,CUST-0117,William Herrera,Corporate,Central,Texas,Technology,Phones,8,587.55,0.2,3760.3,-123.64,2023,2023-12,4,-0.0329
ORD-008600,2023-12-24,2023-12-30,First Class,CUST-0450,Phillip Nelson,Home Office,South,North Carolina,Office Supplies,Binders,7,43.35,0.15,257.94,39.59,2023,2023-12,6,0.1535
ORD-008183,2023-12-24,2023-12-28,First Class,CUST-0003,Angie Henderson,Home Office,East,New York,Technology,Accessories,5,417.01,0.3,1459.52,163.71,2023,2023-12,4,0.1122
ORD-008327,2023-12-24,2023-12-30,Standard Class,CUST-0329,Jeremy Sampson,Home Office,East,Pennsylvania,Office Supplies,Paper,5,37.03,0.0,185.14,-5.95,2023,2023-12,6,-0.0321
ORD-003019,2023-12-24,2023-12-27,Same Day,CUST-0205,Erin Warner,Home Office,South,Georgia,Technology,Copiers,7,503.51,0.2,2819.63,-573.5,2023,2023-12,3,-0.2034
ORD-002605,2023-12-25,2023-12-29,First Class,CUST-0278,Marie Christian,Consumer,South,Tennessee,Furniture,Tables,8,173.06,0.0,1384.48,218.03,2023,2023-12,4,0.1575
ORD-003607,2023-12-25,2023-12-26,Standard Class,CUST-0287,Joseph Knight,Home Office,West,Oregon,Furniture,Furnishings,4,153.18,0.1,551.45,55.79,2023,2023-12,1,0.1012
ORD-008500,2023-12-25,2024-01-01,First Class,CUST-0188,Samantha Garcia,Home Office,East,Pennsylvania,Technology,Machines,8,490.15,0.15,3333.04,617.92,2023,2023-12,7,0.1854
ORD-004456,2023-12-25,2023-12-29,Standard Class,CUST-0172,Darlene Miller,Corporate,West,Oregon,Office Supplies,Art,6,25.76,0.15,131.4,6.78,2023,2023-12,4,0.0516
ORD-006546,2023-12-25,2023-12-30,Second Class,CUST-0467,Jason Beck,Corporate,Central,Ohio,Office Supplies,Storage,6,30.26,0.1,163.41,27.52,2023,2023-12,5,0.1684
ORD-004599,2023-12-25,2023-12-26,Standard Class,CUST-0323,Johnathan Davis,Consumer,South,North Carolina,Furniture,Tables,3,365.3,0.0,1095.91,350.36,2023,2023-12,1,0.3197
ORD-007933,2023-12-25,2023-12-31,Standard Class,CUST-0466,Jeffrey Mendez,Home Office,Central,Texas,Technology,Phones,8,373.84,0.3,2093.53,-161.94,2023,2023-12,6,-0.0774
ORD-000301,2023-12-25,2023-12-28,Standard Class,CUST-0070,William Baker,Home Office,South,Florida,Technology,Phones,2,490.84,0.2,785.34,-86.91,2023,2023-12,3,-0.1107
ORD-005189,2023-12-25,2024-01-01,Second Class,CUST-0437,Ralph Anderson,Home Office,South,Florida,Furniture,Bookcases,8,322.05,0.3,1803.46,171.29,2023,2023-12,7,0.095
ORD-007550,2023-12-25,2023-12-28,Second Class,CUST-0095,John Whitehead,Home Office,West,Oregon,Technology,Phones,8,482.06,0.0,3856.51,-16.88,2023,2023-12,3,-0.0044
ORD-002759,2023-12-25,2024-01-01,First Class,CUST-0317,Lauren Carson,Corporate,East,Pennsylvania,Office Supplies,Labels,3,40.3,0.0,120.89,27.22,2023,2023-12,7,0.2252
ORD-006947,2023-12-25,2023-12-31,First Class,CUST-0327,Brett Burns,Home Office,West,Nevada,Furniture,Furnishings,4,242.65,0.0,970.59,136.15,2023,2023-12,6,0.1403
ORD-003480,2023-12-25,2023-12-26,Second Class,CUST-0303,Megan Le,Consumer,South,Tennessee,Furniture,Tables,2,450.02,0.15,765.03,123.67,2023,2023-12,1,0.1617
ORD-007483,2023-12-25,2024-01-01,First Class,CUST-0016,Brian Ramirez,Home Office,West,California,Office Supplies,Paper,5,36.03,0.1,162.16,20.42,2023,2023-12,7,0.1259
ORD-007982,2023-12-26,2023-12-31,Second Class,CUST-0123,April Frost,Home Office,South,Georgia,Office Supplies,Paper,3,18.48,0.0,55.44,9.33,2023,2023-12,5,0.1683
ORD-005344,2023-12-26,2023-12-31,First Class,CUST-0459,Aaron Miller,Home Office,West,Washington,Technology,Copiers,7,203.41,0.3,996.71,-31.05,2023,2023-12,5,-0.0312
ORD-001070,2023-12-26,2024-01-02,First Class,CUST-0096,Anna Henderson,Corporate,South,Florida,Technology,Copiers,4,251.31,0.15,854.44,-22.3,2023,2023-12,7,-0.0261
ORD-004276,2023-12-26,2024-01-01,Same Day,CUST-0257,Susan Murray Md,Consumer,West,Washington,Office Supplies,Art,2,21.05,0.0,42.09,2.56,2023,2023-12,6,0.0608
ORD-008337,2023-12-26,2023-12-30,Second Class,CUST-0418,Carrie Wright,Consumer,Central,Michigan,Furniture,Furnishings,1,268.36,0.0,268.36,32.23,2023,2023-12,4,0.1201
ORD-000746,2023-12-26,2023-12-28,Second Class,CUST-0489,Bobby Guerrero,Consumer,West,Oregon,Technology,Copiers,5,333.78,0.0,1668.89,762.66,2023,2023-12,2,0.457
ORD-006481,2023-12-26,2024-01-02,Same Day,CUST-0324,Brandy Chavez,Consumer,East,Massachusetts,Technology,Accessories,7,530.86,0.0,3716.0,1023.38,2023,2023-12,7,0.2754
ORD-007546,2023-12-26,2023-12-31,Second Class,CUST-0464,Taylor Carlson,Corporate,South,North Carolina,Technology,Machines,2,302.3,0.0,604.59,49.33,2023,2023-12,5,0.0816
ORD-006799,2023-12-26,2023-12-27,Same Day,CUST-0331,Vanessa Howard,Corporate,West,Oregon,Office Supplies,Paper,2,36.75,0.3,51.45,4.53,2023,2023-12,1,0.088
ORD-000700,2023-12-26,2023-12-30,Second Class,CUST-0331,Vanessa Howard,Corporate,West,Oregon,Office Supplies,Binders,8,47.6,0.3,266.58,-21.01,2023,2023-12,4,-0.0788
ORD-000303,2023-12-26,2023-12-31,Same Day,CUST-0157,Joshua Perry,Home Office,South,Florida,Office Supplies,Art,7,39.34,0.0,275.39,103.33,2023,2023-12,5,0.3752
ORD-004432,2023-12-26,2024-01-01,Standard Class,CUST-0433,Travis Tucker,Corporate,South,Georgia,Furniture,Tables,3,218.06,0.0,654.19,-31.96,2023,2023-12,6,-0.0489
ORD-003335,2023-12-26,2024-01-01,Second Class,CUST-0349,James Parks,Consumer,South,Georgia,Office Supplies,Art,7,39.05,0.0,273.35,64.05,2023,2023-12,6,0.2343
ORD-006329,2023-12-27,2023-12-29,Standard Class,CUST-0393,Brian Smith,Home Office,South,Florida,Office Supplies,Art,8,49.12,0.3,275.07,21.5,2023,2023-12,2,0.0782
ORD-003139,2023-12-27,2024-01-02,First Class,CUST-0283,Jessica Garcia,Corporate,East,New York,Office Supplies,Labels,5,44.56,0.1,200.51,25.66,2023,2023-12,6,0.128
ORD-005846,2023-12-27,2024-01-02,First Class,CUST-0383,Douglas Gregory,Consumer,Central,Illinois,Technology,Machines,7,331.39,0.0,2319.74,838.58,2023,2023-12,6,0.3615
ORD-005970,2023-12-27,2024-01-03,Same Day,CUST-0046,Philip Cannon,Corporate,West,Washington,Office Supplies,Labels,8,28.27,0.15,192.22,67.1,2023,2023-12,7,0.3491
ORD-001811,2023-12-27,2024-01-03,First Class,CUST-0140,Angel Perry,Corporate,Central,Texas,Technology,Copiers,4,235.26,0.1,846.92,162.76,2023,2023-12,7,0.1922
ORD-003616,2023-12-27,2023-12-31,Standard Class,CUST-0272,Veronica Simpson,Home Office,South,North Carolina,Furniture,Bookcases,4,172.07,0.0,688.27,242.62,2023,2023-12,4,0.3525
ORD-000415,2023-12-27,2024-01-01,Same Day,CUST-0151,David Wright,Home Office,West,Nevada,Technology,Phones,8,349.58,0.15,2377.13,276.19,2023,2023-12,5,0.1162
ORD-005536,2023-12-27,2023-12-28,First Class,CUST-0349,James Parks,Consumer,South,Georgia,Technology,Accessories,1,316.29,0.1,284.67,-12.6,2023,2023-12,1,-0.0443
ORD-001375,2023-12-28,2023-12-31,Same Day,CUST-0176,Alex Hernandez,Consumer,West,Nevada,Furniture,Furnishings,8,278.97,0.1,2008.61,252.01,2023,2023-12,3,0.1255
ORD-000502,2023-12-28,2024-01-03,Second Class,CUST-0350,Theodore Jones Jr.,Home Office,West,Oregon,Office Supplies,Art,7,35.63,0.1,224.44,16.24,2023,2023-12,6,0.0724
ORD-006619,2023-12-28,2023-12-29,Standard Class,CUST-0147,Victoria Larson,Corporate,Central,Texas,Furniture,Furnishings,5,87.8,0.1,395.1,102.93,2023,2023-12,1,0.2605
ORD-001525,2023-12-28,2023-12-31,Same Day,CUST-0068,Carol Tucker,Home Office,East,Pennsylvania,Office Supplies,Binders,6,39.47,0.15,201.28,59.11,2023,2023-12,3,0.2937
ORD-002564,2023-12-28,2024-01-04,Second Class,CUST-0085,Zachary Ferrell,Consumer,West,California,Furniture,Tables,5,229.47,0.0,1147.35,170.14,2023,2023-12,7,0.1483
ORD-005392,2023-12-28,2023-12-31,Second Class,CUST-0398,Gary Jackson,Consumer,West,Washington,Technology,Phones,1,311.06,0.3,217.74,21.11,2023,2023-12,3,0.097
ORD-002675,2023-12-28,2024-01-02,Second Class,CUST-0459,Aaron Miller,Home Office,West,Washington,Furniture,Chairs,2,100.08,0.15,170.14,26.22,2023,2023-12,5,0.1541
ORD-004485,2023-12-28,2023-12-30,Second Class,CUST-0120,Jeffrey Chandler,Consumer,West,Washington,Technology,Accessories,7,464.04,0.1,2923.47,962.27,2023,2023-12,2,0.3292
ORD-000511,2023-12-28,2024-01-02,First Class,CUST-0062,Gerald Hensley,Consumer,West,California,Office Supplies,Art,1,40.49,0.2,32.39,-2.23,2023,2023-12,5,-0.0688
ORD-005638,2023-12-28,2024-01-04,Same Day,CUST-0109,Evelyn Galvan,Home Office,East,Pennsylvania,Technology,Accessories,5,484.99,0.2,1939.97,180.57,2023,2023-12,7,0.0931
ORD-001868,2023-12-29,2024-01-04,First Class,CUST-0405,Joann Glass,Corporate,South,Tennessee,Furniture,Furnishings,3,309.49,0.1,835.62,113.1,2023,2023-12,6,0.1353
ORD-006880,2023-12-29,2024-01-02,Second Class,CUST-0261,Katie Suarez,Home Office,Central,Michigan,Technology,Machines,1,486.2,0.15,413.27,56.97,2023,2023-12,4,0.1379
ORD-002967,2023-12-29,2023-12-31,Same Day,CUST-0083,Michael Evans,Corporate,Central,Ohio,Technology,Accessories,3,412.35,0.0,1237.05,-157.95,2023,2023-12,2,-0.1277
ORD-008728,2023-12-29,2024-01-01,Second Class,CUST-0131,Elizabeth Kelley,Home Office,South,North Carolina,Furniture,Chairs,6,226.8,0.0,1360.8,351.35,2023,2023-12,3,0.2582
ORD-001662,2023-12-29,2024-01-05,Second Class,CUST-0458,Brenda Thornton,Corporate,West,Washington,Office Supplies,Binders,2,18.74,0.2,29.98,0.93,2023,2023-12,7,0.031
ORD-001866,2023-12-29,2024-01-05,First Class,CUST-0237,Andrew Reynolds,Home Office,Central,Michigan,Office Supplies,Storage,6,44.01,0.1,237.65,12.03,2023,2023-12,7,0.0506
ORD-006381,2023-12-29,2024-01-02,Standard Class,CUST-0399,Ashley Hicks,Home Office,Central,Michigan,Office Supplies,Art,2,47.18,0.0,94.36,29.57,2023,2023-12,4,0.3134
ORD-005534,2023-12-29,2024-01-05,First Class,CUST-0389,Sandra Drake,Home Office,East,New York,Furniture,Chairs,2,227.65,0.0,455.31,93.06,2023,2023-12,7,0.2044
ORD-003473,2023-12-29,2023-12-30,Standard Class,CUST-0388,James Padilla,Consumer,East,Pennsylvania,Furniture,Furnishings,6,115.44,0.3,484.83,63.02,2023,2023-12,1,0.13
ORD-002768,2023-12-29,2024-01-04,Standard Class,CUST-0439,Rhonda Martin,Consumer,West,Oregon,Furniture,Furnishings,1,237.97,0.2,190.37,57.13,2023,2023-12,6,0.3001
ORD-000513,2023-12-29,2023-12-31,Second Class,CUST-0144,Christopher Rubio,Corporate,Central,Michigan,Office Supplies,Storage,5,53.14,0.0,265.7,53.77,2023,2023-12,2,0.2024
ORD-006548,2023-12-29,2023-12-30,Second Class,CUST-0157,Joshua Perry,Home Office,South,Florida,Office Supplies,Paper,5,47.97,0.0,239.86,54.32,2023,2023-12,1,0.2265
ORD-000678,2023-12-29,2023-12-30,Standard Class,CUST-0297,Laura Haney,Corporate,Central,Ohio,Furniture,Bookcases,3,206.76,0.0,620.29,-99.82,2023,2023-12,1,-0.1609
ORD-001507,2023-12-29,2024-01-02,Same Day,CUST-0320,Connie Brown,Home Office,West,Oregon,Furniture,Chairs,4,153.46,0.0,613.85,69.4640493410184,2023,2023-12,4,0.1132
ORD-007759,2023-12-29,2024-01-04,First Class,CUST-0447,Brenda Wright,Home Office,South,Tennessee,Office Supplies,Art,3,29.99,0.0,89.98,20.91,2023,2023-12,6,0.2324
ORD-001932,2023-12-29,2024-01-03,Standard Class,CUST-0002,Noah Rhodes,Consumer,West,Washington,Furniture,Tables,3,249.47,0.15,636.15,78.96,2023,2023-12,5,0.1241
ORD-007317,2023-12-29,2023-12-31,Same Day,CUST-0073,Brittney Phillips,Consumer,West,Nevada,Technology,Machines,6,374.98,0.1,2024.89,174.52,2023,2023-12,2,0.0862
ORD-005698,2023-12-29,2024-01-02,Standard Class,CUST-0235,Michael Lyons,Consumer,Central,Illinois,Technology,Accessories,8,299.88,0.0,2399.04,160.91,2023,2023-12,4,0.0671
ORD-001294,2023-12-29,2024-01-05,First Class,CUST-0153,Denise Jones,Home Office,Central,Michigan,Furniture,Furnishings,8,151.06,0.15,1027.18,129.06,2023,2023-12,7,0.1256
ORD-007514,2023-12-29,2024-01-05,First Class,CUST-0376,Paul Lewis,Consumer,West,Nevada,Furniture,Chairs,8,257.06,0.0,2056.51,491.18,2023,2023-12,7,0.2388
ORD-008725,2023-12-30,2024-01-06,Standard Class,CUST-0022,Patty Perez,Home Office,West,Oregon,Furniture,Bookcases,5,237.74,0.1,1069.85,183.7,2023,2023-12,7,0.1717
ORD-005673,2023-12-30,2024-01-01,First Class,CUST-0496,Lawrence Harrington,Consumer,South,Tennessee,Technology,Phones,8,413.44,0.15,2811.38,267.63,2023,2023-12,2,0.0952
ORD-000983,2023-12-30,2024-01-02,Standard Class,CUST-0429,Robin Santiago,Consumer,East,New Jersey,Technology,Machines,2,466.67,0.3,653.34,7.02,2023,2023-12,3,0.0107
ORD-004335,2023-12-30,2023-12-31,Same Day,CUST-0003,Angie Henderson,Home Office,East,New York,Office Supplies,Art,5,39.04,0.15,165.93,40.79,2023,2023-12,1,0.2458
ORD-001539,2023-12-30,2024-01-01,Same Day,CUST-0452,Courtney Hayes,Corporate,West,Nevada,Furniture,Furnishings,7,308.14,0.1,1941.26,420.02,2023,2023-12,2,0.2164
ORD-005195,2023-12-30,2023-12-31,First Class,CUST-0462,Eric Williams,Home Office,Central,Michigan,Furniture,Bookcases,7,385.87,0.15,2295.91,503.93,2023,2023-12,1,0.2195
ORD-003574,2023-12-30,2024-01-01,Standard Class,CUST-0003,Angie Henderson,Home Office,East,New York,Furniture,Bookcases,7,294.22,0.0,2059.56,-346.46,2023,2023-12,2,-0.1682
ORD-004855,2023-12-30,2024-01-04,Same Day,CUST-0138,Courtney Gonzalez,Consumer,Central,Ohio,Office Supplies,Art,2,20.88,0.2,33.41,-4.31,2023,2023-12,5,-0.129
ORD-005830,2023-12-31,2024-01-02,First Class,CUST-0398,Gary Jackson,Consumer,West,Washington,Furniture,Bookcases,7,289.18,0.0,2024.28,194.67,2023,2023-12,2,0.0962
ORD-002947,2023-12-31,2024-01-02,Standard Class,CUST-0399,Ashley Hicks,Home Office,Central,Michigan,Office Supplies,Labels,3,20.31,0.0,60.93,-1.98,2023,2023-12,2,-0.0325
ORD-002910,2023-12-31,2024-01-04,Second Class,CUST-0025,Matthew Foster,Corporate,South,Georgia,Office Supplies,Art,2,21.88,0.15,37.19,4.39,2023,2023-12,4,0.118
ORD-008395,2023-12-31,2024-01-06,Same Day,CUST-0201,Melissa Brewer,Home Office,South,North Carolina,Furniture,Chairs,2,219.62,0.2,351.39,-33.67,2023,2023-12,6,-0.0958
ORD-003343,2023-12-31,2024-01-02,Second Class,CUST-0323,Johnathan Davis,Consumer,South,North Carolina,Office Supplies,Labels,6,35.17,0.0,211.02,35.28,2023,2023-12,2,0.1672
ORD-004108,2023-12-31,2024-01-06,Standard Class,CUST-0097,Aaron Wise,Corporate,East,New York,Office Supplies,Art,1,29.68,0.3,20.78,0.6,2023,2023-12,6,0.0289
ORD-002712,2023-12-31,2024-01-05,Same Day,CUST-0142,David Douglas Jr.,Home Office,East,Massachusetts,Furniture,Tables,4,319.45,0.3,894.45,-9.78,2023,2023-12,5,-0.0109
ORD-005428,2023-12-31,2024-01-05,First Class,CUST-0499,Meghan Rush,Consumer,South,Georgia,Office Supplies,Storage,6,26.46,0.3,111.12,-10.26,2023,2023-12,5,-0.0923
ORD-001350,2023-12-31,2024-01-02,First Class,CUST-0438,Christopher Guerra,Consumer,East,Massachusetts,Technology,Phones,5,474.65,0.0,2373.24,734.45,2023,2023-12,2,0.3095
ORD-004048,2023-12-31,2024-01-05,Second Class,CUST-0225,Matthew Moore,Home Office,South,Georgia,Office Supplies,Art,4,35.44,0.2,113.41,35.88,2023,2023-12,5,0.3164
ORD-004389,2023-12-31,2024-01-06,Same Day,CUST-0415,Erica Alvarez,Consumer,Central,Illinois,Technology,Copiers,7,358.8,0.0,2511.6,720.99,2023,2023-12,6,0.2871
ORD-000881,2023-12-31,2024-01-04,First Class,CUST-0124,Michelle Harmon,Consumer,Central,Texas,Technology,Copiers,7,596.8,0.1,3759.81,898.8,2023,2023-12,4,0.2391
ORD-003191,2023-12-31,2024-01-04,First Class,CUST-0102,Cameron Parker,Home Office,Central,Texas,Furniture,Chairs,8,404.34,0.0,3234.69,-73.13,2023,2023-12,4,-0.0226
ORD-001977,2024-01-01,2024-01-02,Second Class,CUST-0267,Kimberly Gibson,Home Office,Central,Michigan,Office Supplies,Labels,3,57.93,0.0,173.8,37.97,2024,2024-01,1,0.2185
ORD-000017,2024-01-01,2024-01-08,Second Class,CUST-0191,Debra Morton,Consumer,Central,Ohio,Technology,Phones,2,398.38,0.0,796.76,18.38,2024,2024-01,7,0.0231
ORD-000896,2024-01-01,2024-01-05,Second Class,CUST-0254,Barbara Dudley,Home Office,Central,Texas,Office Supplies,Storage,6,15.31,0.0,91.86,15.05,2024,2024-01,4,0.1638
ORD-001788,2024-01-01,2024-01-07,Same Day,CUST-0004,Daniel Wagner,Consumer,South,Florida,Technology,Phones,1,247.59,0.15,210.45,38.81,2024,2024-01,6,0.1844
ORD-006959,2024-01-01,2024-01-03,Standard Class,CUST-0227,Kirk Carter,Consumer,South,Florida,Technology,Phones,8,50.58,0.0,404.67,-9.45,2024,2024-01,2,-0.0234
ORD-003791,2024-01-01,2024-01-05,Same Day,CUST-0399,Ashley Hicks,Home Office,Central,Michigan,Technology,Machines,5,542.71,0.0,2713.54,624.3,2024,2024-01,4,0.2301
ORD-001527,2024-01-01,2024-01-05,Same Day,CUST-0017,Holly Wood,Home Office,East,New Jersey,Furniture,Tables,1,228.36,0.0,228.36,12.78,2024,2024-01,4,0.056
ORD-005861,2024-01-01,2024-01-05,First Class,CUST-0248,Frank Cordova,Consumer,South,Florida,Furniture,Furnishings,4,233.97,0.0,935.87,27.71,2024,2024-01,4,0.0296
ORD-003227,2024-01-01,2024-01-04,Same Day,CUST-0149,Kathy Rivas,Home Office,South,North Carolina,Technology,Accessories,2,268.19,0.0,536.38,40.61,2024,2024-01,3,0.0757
ORD-007436,2024-01-01,2024-01-06,First Class,CUST-0414,Joanna Pacheco,Corporate,East,Massachusetts,Technology,Copiers,8,439.22,0.3,2459.63,255.42,2024,2024-01,5,0.1038
ORD-007967,2024-01-01,2024-01-07,Standard Class,CUST-0256,Kristen Davis,Home Office,Central,Texas,Technology,Phones,8,351.51,0.2,2249.67,185.83,2024,2024-01,6,0.0826
ORD-004423,2024-01-01,2024-01-07,Same Day,CUST-0001,Allison Hill,Consumer,East,Massachusetts,Furniture,Tables,4,282.64,0.0,1130.56,68.99,2024,2024-01,6,0.061
ORD-003729,2024-01-01,2024-01-02,First Class,CUST-0119,Victor Baker,Corporate,East,Pennsylvania,Office Supplies,Binders,7,25.45,0.1,160.32,38.66,2024,2024-01,1,0.2411
ORD-000377,2024-01-02,2024-01-08,Second Class,CUST-0305,Maria Parker,Corporate,South,North Carolina,Technology,Accessories,7,282.9,0.0,1980.27,547.42,2024,2024-01,6,0.2764
ORD-001173,2024-01-02,2024-01-04,Standard Class,CUST-0210,Brian Lee,Consumer,Central,Michigan,Furniture,Furnishings,4,88.5,0.2,283.2,37.29,2024,2024-01,2,0.1317
ORD-008766,2024-01-02,2024-01-09,First Class,CUST-0039,Elizabeth Fowler,Home Office,Central,Texas,Technology,Accessories,2,466.51,0.3,653.11,63.41,2024,2024-01,7,0.0971
ORD-007826,2024-01-02,2024-01-05,First Class,CUST-0299,Keith Jennings,Corporate,West,Washington,Office Supplies,Labels,4,35.28,0.1,127.0,21.92,2024,2024-01,3,0.1726
ORD-005244,2024-01-03,2024-01-07,Second Class,CUST-0189,Madison Poole,Corporate,West,Washington,Office Supplies,Labels,8,32.46,0.1,233.68,62.03,2024,2024-01,4,0.2654
ORD-003726,2024-01-03,2024-01-07,Second Class,CUST-0251,Isaiah Avila,Home Office,South,Georgia,Office Supplies,Storage,6,30.19,0.0,181.14,37.5,2024,2024-01,4,0.207
ORD-008388,2024-01-03,2024-01-05,Second Class,CUST-0461,Kelsey Rodriguez,Home Office,South,Tennessee,Technology,Machines,3,563.38,0.0,1690.15,256.81,2024,2024-01,2,0.1519
ORD-005628,2024-01-03,2024-01-06,First Class,CUST-0297,Laura Haney,Corporate,Central,Ohio,Technology,Machines,3,363.44,0.0,1090.32,244.73,2024,2024-01,3,0.2245
ORD-006773,2024-01-03,2024-01-06,Standard Class,CUST-0500,Phillip Berry,Corporate,Central,Illinois,Office Supplies,Art,5,39.1,0.0,195.49,55.69,2024,2024-01,3,0.2849
ORD-008932,2024-01-03,2024-01-07,First Class,CUST-0058,Richard Aguirre,Consumer,East,New Jersey,Office Supplies,Art,5,27.14,0.1,122.14,12.16,2024,2024-01,4,0.0996
ORD-000802,2024-01-03,2024-01-06,Standard Class,CUST-0340,David Thompson,Consumer,Central,Ohio,Furniture,Tables,4,201.55,0.2,644.97,-61.85,2024,2024-01,3,-0.0959
ORD-006935,2024-01-03,2024-01-09,First Class,CUST-0234,Laura Roberts,Consumer,West,Washington,Furniture,Chairs,2,299.99,0.3,419.99,33.96,2024,2024-01,6,0.0809
ORD-000368,2024-01-03,2024-01-10,Same Day,CUST-0497,Austin Osborne,Home Office,Central,Illinois,Office Supplies,Art,4,45.81,0.0,183.22,37.87,2024,2024-01,7,0.2067
ORD-000974,2024-01-03,2024-01-09,First Class,CUST-0253,Tanya Kim,Home Office,Central,Ohio,Technology,Accessories,2,445.25,0.3,623.35,-2.19,2024,2024-01,6,-0.0035
ORD-002648,2024-01-03,2024-01-08,First Class,CUST-0290,Briana Murray,Corporate,West,Nevada,Furniture,Furnishings,6,349.21,0.15,1780.95,231.0,2024,2024-01,5,0.1297
ORD-008108,2024-01-03,2024-01-08,Standard Class,CUST-0288,Carolyn Miller,Home Office,South,Tennessee,Office Supplies,Paper,6,23.11,0.15,117.85,35.72,2024,2024-01,5,0.3031
ORD-004192,2024-01-03,2024-01-05,Standard Class,CUST-0224,Theresa Clark,Consumer,East,Pennsylvania,Furniture,Chairs,8,256.95,0.1,1850.02,553.42,2024,2024-01,2,0.2991
ORD-004744,2024-01-04,2024-01-06,Standard Class,CUST-0427,Jenna Larson,Consumer,Central,Michigan,Furniture,Tables,1,237.85,0.3,166.49,23.88,2024,2024-01,2,0.1434
ORD-000161,2024-01-04,2024-01-11,Second Class,CUST-0128,Jason Powell,Consumer,West,Washington,Office Supplies,Art,5,36.02,0.0,180.09,39.88,2024,2024-01,7,0.2214
ORD-000382,2024-01-04,2024-01-11,Standard Class,CUST-0280,Nathan Malone,Home Office,Central,Texas,Furniture,Bookcases,6,442.01,0.1,2386.83,330.51,2024,2024-01,7,0.1385
ORD-006551,2024-01-04,2024-01-11,Second Class,CUST-0011,Monica Herrera,Consumer,East,Pennsylvania,Technology,Machines,8,431.67,0.2,2762.67,-482.23,2024,2024-01,7,-0.1746
ORD-004999,2024-01-04,2024-01-11,First Class,CUST-0020,Carla Gray,Home Office,South,North Carolina,Technology,Phones,7,160.2,0.2,897.11,-75.93,2024,2024-01,7,-0.0846
ORD-000133,2024-01-04,2024-01-09,Standard Class,CUST-0296,John Young,Corporate,West,Oregon,Office Supplies,Storage,8,32.35,0.1,232.91,0.06,2024,2024-01,5,0.0003
